text,intent,domain,intent_name,domain_name
my card 's magnetic strip is not working and i want to notify them,26,1,damaged_card,credit_card
my card has a deep crease through the middle so i would like to report it,26,1,damaged_card,credit_card
how do i report my card if it got cut in half,26,1,damaged_card,credit_card
my card is cracked and i want to report it,26,1,damaged_card,credit_card
my card is too scratched up and i need to report it,26,1,damaged_card,credit_card
i need to report my bent card,26,1,damaged_card,credit_card
report to the company that i damaged my card,26,1,damaged_card,credit_card
call the card company and ask them to replace my card,26,1,damaged_card,credit_card
i damaged the card can you replace the card,26,1,damaged_card,credit_card
i demagnetized my card and want to report it,26,1,damaged_card,credit_card
i want to report a broken card,26,1,damaged_card,credit_card
"my phone was too close to my card and demagnetized it , how can i report this",26,1,damaged_card,credit_card
my card has been erased and i need to report it,26,1,damaged_card,credit_card
"i need a report form for my damaged , demagnetized card",26,1,damaged_card,credit_card
how to report bent credit card,26,1,damaged_card,credit_card
i ca n't use my broken card,26,1,damaged_card,credit_card
i broke my card,26,1,damaged_card,credit_card
how to tell the company that my credit card melted,26,1,damaged_card,credit_card
my card is broken,26,1,damaged_card,credit_card
my card is n't working,26,1,damaged_card,credit_card
who do i report to if my credit card snaps,26,1,damaged_card,credit_card
"i accidentally bent my card , what do i do",26,1,damaged_card,credit_card
my card does n't work anymore,26,1,damaged_card,credit_card
how do i report a melted credit card,26,1,damaged_card,credit_card
"my card needs replaced , i accidentally scraped it",26,1,damaged_card,credit_card
"i 'd like to report my card as damaged , it 's bent",26,1,damaged_card,credit_card
"i bent my card , can you report it to my bank",26,1,damaged_card,credit_card
"my card got scratched badly , can you tell my bank to send a replacement",26,1,damaged_card,credit_card
"my card snapped , can you tell my bank to send a replacement",26,1,damaged_card,credit_card
i accidentally put my credit card in the shredder,26,1,damaged_card,credit_card
my credit card fell out of my back pocket and got flushed down the toilet,26,1,damaged_card,credit_card
my credit card snapped in half while i was fiddling with it,26,1,damaged_card,credit_card
my dog ate my credit card and ruined it,26,1,damaged_card,credit_card
i was using my credit card as a cutting board and accidentally sliced it in half,26,1,damaged_card,credit_card
can you assist me with reporting that the atm nicked my card,26,1,damaged_card,credit_card
i need to report a new card please the atm hurt mine,26,1,damaged_card,credit_card
how report that scratched my card,26,1,damaged_card,credit_card
the atm chewed up my card can i get a new one,26,1,damaged_card,credit_card
"an atm ate my card , how do i report it",26,1,damaged_card,credit_card
my card fell out of my wallet and i ran over it so it does not work,26,1,damaged_card,credit_card
my card fell in the toilet and now the chip does not work,26,1,damaged_card,credit_card
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,26,1,damaged_card,credit_card
i need a new card because my dog chewed on it and now it does not work,26,1,damaged_card,credit_card
i want to report my damaged card i accidentally cut it up thinking it was my expired card,26,1,damaged_card,credit_card
i cracked my rewards card can i get a different one,26,1,damaged_card,credit_card
do people like the donuts at tgi,31,2,restaurant_reviews,dining
are the donuts at tgi well reviewed,31,2,restaurant_reviews,dining
how are the donuts reviews at tgi,31,2,restaurant_reviews,dining
what are the comments on the donuts at tgi,31,2,restaurant_reviews,dining
are people recommending the donuts at tgi,31,2,restaurant_reviews,dining
does outback steakhouse have good reviews,31,2,restaurant_reviews,dining
does pizza hut have good reviews,31,2,restaurant_reviews,dining
does have good reviews have great reviews,31,2,restaurant_reviews,dining
does red robin have good reviews,31,2,restaurant_reviews,dining
so does outback steakhouse have good reviews,31,2,restaurant_reviews,dining
how good are the ratings for pizza hut,31,2,restaurant_reviews,dining
how good are the ratings for red robin,31,2,restaurant_reviews,dining
how good are the ratings for outback,31,2,restaurant_reviews,dining
how good are the ratings for papa john 's,31,2,restaurant_reviews,dining
how good are the ratings for the olive garden,31,2,restaurant_reviews,dining
what are people saying about chipotle,31,2,restaurant_reviews,dining
tell me the reviews for chipotle,31,2,restaurant_reviews,dining
do people like chipotle,31,2,restaurant_reviews,dining
give me the reviews for chipotle,31,2,restaurant_reviews,dining
what are the ratings for chipotle,31,2,restaurant_reviews,dining
how good are the ratings for chic fil a,31,2,restaurant_reviews,dining
how good are the ratings for olive garden,31,2,restaurant_reviews,dining
how good are the ratings for longhorn steakhouse,31,2,restaurant_reviews,dining
does chic fil a have good reviews,31,2,restaurant_reviews,dining
how good are the ratings for outback steakhouse,31,2,restaurant_reviews,dining
how good are the ratings for applebees,31,2,restaurant_reviews,dining
does wendy 's have good reviews,31,2,restaurant_reviews,dining
does mcdonalds have good reviews,31,2,restaurant_reviews,dining
does longhorn steakhouse have good reviews,31,2,restaurant_reviews,dining
what reviews does miyabi have,31,2,restaurant_reviews,dining
does applebee 's have good reviews,31,2,restaurant_reviews,dining
how are the reviews for cracker barrel,31,2,restaurant_reviews,dining
are the reviews for mi casita good,31,2,restaurant_reviews,dining
are the reviews good or bad for burger king,31,2,restaurant_reviews,dining
tell me the ratings for the local denny 's,31,2,restaurant_reviews,dining
does the bleu olive have decent reviews,31,2,restaurant_reviews,dining
how are the reviews for la loconda,31,2,restaurant_reviews,dining
how many stars does la vignette have,31,2,restaurant_reviews,dining
does the mediterranean grille have good reviews,31,2,restaurant_reviews,dining
have you heard how the enchiladas are at jose 's taco shop,31,2,restaurant_reviews,dining
how does yelp report the enchiladas are at jose 's taco shop,31,2,restaurant_reviews,dining
does ihop have good reviews,31,2,restaurant_reviews,dining
can you tell me if eating at outback 's any good,31,2,restaurant_reviews,dining
what do people say about village inn,31,2,restaurant_reviews,dining
are the pancakes at ihop any good,31,2,restaurant_reviews,dining
how are the reviews for spaghetti at the olive garden,31,2,restaurant_reviews,dining
how 's the lo mein rated at hun lee 's,31,2,restaurant_reviews,dining
how 's the sausage pizza at pizza hut,31,2,restaurant_reviews,dining
is mcdonalds a good place to eat,31,2,restaurant_reviews,dining
what 's the reviews have to say about burger king,31,2,restaurant_reviews,dining
how are the burgers at carl jr 's,31,2,restaurant_reviews,dining
are the chili 's reviews any good,31,2,restaurant_reviews,dining
are the reviews for applebee 's good,31,2,restaurant_reviews,dining
i want to know how the mcdonalds reviews are,31,2,restaurant_reviews,dining
tell me about the reviews for chilis,31,2,restaurant_reviews,dining
let me know how the outback steakhouse reviews are,31,2,restaurant_reviews,dining
how good are the ratings for per se,31,2,restaurant_reviews,dining
what are the reviews like for khin khao,31,2,restaurant_reviews,dining
how good are the ratings for the french laundry,31,2,restaurant_reviews,dining
how good are the ratings for chez panisse,31,2,restaurant_reviews,dining
how good are the ratings for peter luger steakhouse,31,2,restaurant_reviews,dining
what are the reviews like for mission chinese,31,2,restaurant_reviews,dining
what are the reviews like for zazie,31,2,restaurant_reviews,dining
what are the reviews like for bar tartine,31,2,restaurant_reviews,dining
what are the reviews like for la camelia,31,2,restaurant_reviews,dining
how are people liking the sushi at yakamoto,31,2,restaurant_reviews,dining
is there any opinions on the sushi at yakamoto,31,2,restaurant_reviews,dining
is the sushi well received at yakamoto,31,2,restaurant_reviews,dining
at yakamoto how is their sushi,31,2,restaurant_reviews,dining
what is the sushi like at yakamoto,31,2,restaurant_reviews,dining
what are the reviews like at minnis,31,2,restaurant_reviews,dining
does buffalo wild wings have good reviews,31,2,restaurant_reviews,dining
tell me the reviews for bjs,31,2,restaurant_reviews,dining
what are the ratings about at pho king,31,2,restaurant_reviews,dining
how are the ratings like for buffalo wild wings,31,2,restaurant_reviews,dining
read some of the reviews for wing stop,31,2,restaurant_reviews,dining
does applebees have alright reviews,31,2,restaurant_reviews,dining
does bjs get good reviews,31,2,restaurant_reviews,dining
what are the ratings like for chilis,31,2,restaurant_reviews,dining
what do the ratings say about korean bbq,31,2,restaurant_reviews,dining
what do the ratings say for black bear diner,31,2,restaurant_reviews,dining
what are the reviews for mountain mikes,31,2,restaurant_reviews,dining
